,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Unnamed: 11
9,GB Troup (NZ),1976-1985,22,22,2,2,0,0,2,1 (1ct 0st),0.09,
10,TE Tucker (BMUDA),2008-2009,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
11,KEA Upashantha (SL),1995-2001,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
12,PS Vaidya (INDIA),1995-1996,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
13,RF van Oosterom (NED),1996-2002,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
14,C Viljoen (NAM),2019-2019,2,2,2,2,0,0,2,2 (2ct 0st),1.0,
15,TP Visee (NED),2019-2021,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
16,KDK Vithanage (SL),2013-2014,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
17,MDJ Walker (NZ),2003-2003,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
18,HR Walsh (USA/WI),2019-2021,13,13,2,2,0,0,2,1 (1ct 0st),0.153,
19,KPJ Warnaweera (SL),1990-1993,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
20,AS Wassan (INDIA),1990-1991,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
21,DS Weerakkody (SL),2017-2017,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
22,UWMBCA Welegedara (SL),2009-2010,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
23,JM Wiener (AUS),1979-1980,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
24,HS Williams (SA),1999-2000,7,7,2,2,0,0,2,2 (2ct 0st),0.285,
25,PJ Wiseman (NZ),1998-2003,13,13,2,2,0,0,2,1 (1ct 0st),0.153,
26,RD Woolley (AUS),1983-1983,2,2,2,1,1,1,0,2 (1ct 1st),1.0,
27,GH Worker (NZ),2015-2018,9,9,2,2,0,0,2,2 (2ct 0st),0.222,
28,Yasir Arafat (PAK),2000-2009,11,11,2,2,0,0,2,1 (1ct 0st),0.181,
29,B Yograj Singh (INDIA),1980-1981,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
30,BE Young (AUS),1998-1999,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
31,Zahid Fazal (PAK),1990-1994,19,19,2,2,0,0,2,1 (1ct 0st),0.105,
32,Zahoor Elahi (PAK),1996-1997,14,14,2,2,0,0,2,1 (1ct 0st),0.142,
33,Zulqarnain Haider (PAK),2010-2010,4,4,2,1,1,1,0,2 (1ct 1st),0.5,
34,Aamer Hameed (PAK),1977-1978,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
35,VR Aaron (INDIA),2011-2014,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
36,JS Ababu (KENYA),1999-2006,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
37,Abdullah Mazari (AFG),2010-2010,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
38,Abdul Jabbar (CAN),2007-2007,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
39,S Abrahams (SA),2000-2000,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
40,Abul Hasan (BAN),2012-2018,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
41,Abu Hider (BAN),2018-2018,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
42,CN Ackermann (NED),2022-2022,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
43,Afzaal Haider (HKG),2004-2008,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
44,JP Agnew (ENG),1985-1985,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
45,KK Ahmed (INDIA),2018-2019,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
46,Aijaz Ali (USA),2004-2004,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
47,RW Ali (KENYA),1996-1997,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
48,DI Allan (KENYA),2011-2013,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
49,MJD Allingham (SCOT),1999-1999,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
0,Al-Amin Hossain (BAN),2014-2020,14,14,1,1,0,0,1,1 (1ct 0st),0.071,
1,S Amarnath (INDIA),1978-1978,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
2,MKDI Amerasinghe (SL),2007-2008,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
3,CR Amini (PNG),2014-2014,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
4,RW Anderson (NZ),1976-1978,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
5,Ankur Vasishta (HKG),2014-2014,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
6,Arshad Ali (UAE),2004-2008,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
7,Arshad Laeeq (UAE),1994-1996,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
8,KIC Asalanka (SL),2021-2022,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
9,Asif Masood (PAK),1973-1976,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
10,Azmatullah Omarzai (AFG),2021-2022,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
11,RJ Bailey (ENG),1985-1990,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
12,Basil Hameed (UAE),2019-2021,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
13,TC Bastiampillai (CAN),2007-2014,13,13,1,1,0,0,1,1 (1ct 0st),0.076,
14,MD Bates (NZ),2012-2012,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
15,Bazid Khan (PAK),2004-2008,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
16,MD Bell (NZ),1998-2001,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
17,MJ Bennett (AUS),1984-1985,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
18,Bilal Khan (OMA),2019-2021,19,19,1,1,0,0,1,1 (1ct 0st),0.052,
19,GA Bishop (AUS),1987-1987,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
20,J Blackwood (WI),2015-2015,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
21,TA Blundell (NZ),2020-2020,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
22,GH Bodi (SA),2007-2007,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
23,PRP Boissevain (NED),2021-2022,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
24,JWHD Boteju (SL),1999-1999,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
25,JE Brinkley (SCOT),1999-1999,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
26,SSJ Brooks (WI),2022-2022,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
27,RE Bryson (SA),1997-1997,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
28,SF Burger (NAM),2003-2003,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
29,SJ Cameron (SCOT),2018-2018,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
30,TK Canning (NZ),2003-2005,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
31,HWR Cartwright (AUS),2017-2017,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
32,DL Chahar (INDIA),2018-2022,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
33,MS Chapman (HKG/NZ),2015-2020,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
34,U Chatterjee (INDIA),1995-1995,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
35,DB Close (ENG),1972-1972,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
36,RO Collinge (NZ),1973-1978,12,12,1,1,0,0,1,1 (1ct 0st),0.083,
37,PC Connell (IRE),2008-2010,12,12,1,1,0,0,1,1 (1ct 0st),0.083,
38,SJ Cook (SA),1991-1993,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
39,GJ Crocker (ZIM),1992-1993,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
40,CEH Croft (WI),1977-1981,19,19,1,1,0,0,1,1 (1ct 0st),0.052,
41,ML Cummins (WI),2014-2017,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
42,KM Curran (ZIM),1983-1987,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
43,BCJ Cutting (AUS),2013-2014,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
44,DDP D'Silva (UAE),2019-2020,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
45,CJ Dala (SA),2018-2018,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
46,WW Davis (WI),1983-1988,34,34,1,1,0,0,1,1 (1ct 0st),0.029,
47,AC Dawson (SA),1998-2004,18,18,1,1,0,0,1,1 (1ct 0st),0.055,
48,MH Denness (ENG),1973-1975,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
49,JH Desai (USA),2004-2004,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
0,DLS de Silva (SL),1979-1979,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
1,R Dhanraj (WI),1994-1995,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
2,AB Dinda (INDIA),2010-2013,13,13,1,1,0,0,1,1 (1ct 0st),0.076,
3,MJ Di Venuto (AUS),1997-1997,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
4,BL D'Oliveira (ENG),1971-1972,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
5,G Dymock (AUS),1974-1980,14,14,1,1,0,0,1,1 (1ct 0st),0.071,
6,RR Emrit (WI),2007-2007,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
7,Fahad Usman (UAE),2004-2004,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
8,Fazle Mahmud (BAN),2018-2018,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
9,B Fernando (SL),2021-2021,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
10,BOP Fernando (SL),2019-2021,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
11,KADM Fernando (SL),2003-2003,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
12,J Figy (UAE),2019-2020,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
13,MV Fleming (ENG),1997-1998,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
14,MJ Fourie (IRE),2007-2008,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
15,PJ Franks (ENG),2000-2000,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
16,RS Gabriel (WI),1984-1984,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
17,ST Gabriel (WI),2016-2019,25,25,1,1,0,0,1,1 (1ct 0st),0.04,
18,WCA Ganegama (SL),2001-2006,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
19,TN Garwe (ZIM),2009-2009,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
20,SP Gauchan (NEPAL),2018-2018,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
21,Gazi Ashraf (BAN),1986-1990,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
22,B Geeves (AUS),2008-2009,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
23,SC Getkate (IRE),2019-2021,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
24,N Gifford (ENG),1985-1985,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
25,K Gowtham (INDIA),2021-2021,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
26,SF Graf (AUS),1980-1981,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
27,AP Grayson (ENG),2000-2001,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
28,Gurkeerat Singh (INDIA),2016-2016,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
29,HF Gurney (ENG),2014-2014,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
30,Gursharan Singh (INDIA),1990-1990,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
31,AM Guruge (UAE),2014-2015,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
32,Haider Ali (PAK),2020-2020,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
33,RS Haire (IRE),2008-2008,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
34,JV Harris (CAN),2003-2003,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
35,RG Hart (NZ),2002-2002,2,2,1,1,0,1,0,1 (1ct 0st),0.5,
36,Hasan Jamil (PAK),1977-1978,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
37,Hasan Raza (PAK),1996-1999,15,15,1,1,0,0,1,1 (1ct 0st),0.066,
38,TJ Heggelman (NED),2010-2011,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
39,O Henry (SA),1992-1992,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
40,JG Heron (ZIM),1983-1983,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
41,PD Heyn (SL),1975-1975,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
42,AMJ Hilditch (AUS),1979-1985,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
43,RO Hinds (WI),2001-2004,13,13,1,1,0,0,1,1 (1ct 0st),0.076,
44,KC Hodsoll (BMUDA),2007-2008,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
45,CK Hooper (CAN),2007-2010,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
46,KA Hope (WI),2017-2017,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
47,AG Hurst (AUS),1975-1979,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
48,RO Hussain (SCOT),2006-2010,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
49,KH Butt (HKG),2008-2008,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
0,DP Hyatt (WI),2011-2011,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
1,Ibrahim Zadran (AFG),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
2,AP Igglesden (ENG),1994-1994,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
3,Ijaz Ahmed jnr (PAK),1997-1997,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
4,R Illingworth (ENG),1971-1973,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
5,Imran Abbas (PAK),2000-2000,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
6,MM Iqbal (SCOT),2009-2014,13,13,1,1,0,0,1,1 (1ct 0st),0.076,
7,Irfan Bhatti (PAK),1993-1993,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
8,Izatullah Dawlatzai (AFG),2010-2015,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
9,Jahangir Alam (BAN),1997-1999,3,3,1,0,1,0,0,1 (0ct 1st),0.333,
10,Jahangir Shah (BAN),1986-1990,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
11,Jalal-ud-Din (PAK),1982-1983,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
12,Jamaluddin Ahmed (BAN),2003-2003,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
13,F Jansen (NED),1996-1996,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
14,MP Jarvis (ZIM),1987-1995,12,12,1,1,0,0,1,1 (1ct 0st),0.083,
15,PW Jarvis (ENG),1988-1993,16,16,1,1,0,0,1,1 (1ct 0st),0.062,
16,Javed Qadeer (PAK),1995-1995,1,1,1,1,0,1,0,1 (1ct 0st),1.0,
17,SA Jayasinghe (SL),1979-1979,2,2,1,1,0,1,0,1 (1ct 0st),0.5,
18,GSNFG Jayasuriya (SL),2015-2019,12,12,1,1,0,0,1,1 (1ct 0st),0.083,
19,Jay Odedra (OMA),2019-2020,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
20,S Jeganathan (SL),1983-1988,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
21,MR Johnson (USA),2004-2004,2,2,1,1,0,1,0,1 (1ct 0st),0.5,
22,MBS Jonkman (NED),2006-2010,16,16,1,1,0,0,1,1 (1ct 0st),0.062,
23,MMA Jonkman (NED),2007-2010,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
24,DI Joyce (IRE),2006-2007,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
25,Jubair Hossain (BAN),2014-2015,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
26,Kabir Khan (PAK),1994-2000,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
27,Kamran Shazad (UAE),2014-2015,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
28,TS Kamunhukamwe (ZIM),2018-2021,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
29,AR Kapoor (INDIA),1995-2000,17,17,1,1,0,0,1,1 (1ct 0st),0.058,
30,Karan KC (NEPAL),2018-2021,14,14,1,1,0,0,1,1 (1ct 0st),0.071,
31,M Karg (NAM),2003-2003,3,3,1,1,0,1,0,1 (1ct 0st),0.333,
32,SHU Karnain (SL),1984-1990,19,19,1,1,0,0,1,1 (1ct 0st),0.052,
33,S Kaul (INDIA),2018-2018,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
34,RJ Kennedy (NZ),1996-1996,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
35,JC Kent (SA),2002-2002,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
36,RB Kerr (AUS),1985-1985,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
37,S Keshvani (CAN),2009-2009,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
38,SP Khakurel (NEPAL),2018-2020,5,5,1,0,1,0,0,1 (0ct 1st),0.2,
39,Khalid Latif (PAK),2008-2010,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
40,Khurram Nawaz (OMA),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
41,Khushdil Shah (PAK),2020-2020,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
42,GE Kidd (IRE),2007-2008,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
43,VJ Kingma (NED),2014-2022,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
44,R Klein (NED),2022-2022,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
45,JF Kloppenburg (NED),2002-2003,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
46,BL Kotze (NAM),2003-2003,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
47,GJP Kruger (SA),2006-2006,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
48,CKB Kulasekara (SL),2011-2012,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
49,NM Kulkarni (INDIA),1997-1998,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
0,JPR Lamsam (HKG),2004-2008,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
1,WM Lawry (AUS),1971-1971,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
2,ML Lewis (AUS),2005-2006,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
3,JB Little (IRE),2019-2022,17,17,1,1,0,0,1,1 (1ct 0st),0.058,
4,LS Livingstone (ENG),2021-2021,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
5,ACI Lock (ZIM),1996-1996,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
6,JL Louw (NAM),2003-2003,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
7,JD Love (ENG),1981-1981,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
8,SW Lubbers (NED),1996-1996,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
9,MJ Lumb (ENG),2014-2014,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
10,AS Luseno (KENYA),2003-2010,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
11,MA Lynch (ENG),1988-1988,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
12,RJ McCurdy (AUS),1985-1985,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
13,PE McEwan (NZ),1980-1985,15,15,1,1,0,0,1,1 (1ct 0st),0.066,
14,AJ Mackay (ZIM),2001-2001,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
15,GD McKenzie (AUS),1971-1971,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
16,DL Maddy (ENG),1998-2000,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
17,Mafizur Rahman (BAN),1997-1997,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
18,KA Maharaj (SA),2017-2022,16,16,1,1,0,0,1,1 (1ct 0st),0.062,
19,Mahbubul Alam (BAN),2009-2009,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
20,S Mahmood (ENG),2020-2021,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
21,SI Mahmood (ENG),2004-2009,25,25,1,1,0,0,1,1 (1ct 0st),0.04,
22,DE Malcolm (ENG),1990-1994,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
23,MF Malone (AUS),1977-1982,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
24,Manzoor Akhtar (PAK),1997-1998,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
25,PJ Martin (ENG),1995-1998,19,19,1,1,0,0,1,1 (1ct 0st),0.052,
26,T Marumani (ZIM),2021-2021,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
27,RAL Massie (AUS),1972-1972,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
28,EZ Matambanadzo (ZIM),1996-1997,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
29,Mazhar Hussain (UAE),1994-1996,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
30,V Mehra (UAE),1994-1996,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
31,KP Meiyappan (UAE),2019-2021,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
32,RTM Mendis (SL),2021-2022,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
33,KO Meth (ZIM),2006-2012,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
34,JP Millmow (NZ),1990-1990,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
35,A Mithun (INDIA),2010-2011,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
36,SJ Modani (USA),2021-2021,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
37,Mohammad Boota (UAE),2018-2019,9,9,1,0,1,0,0,1 (0ct 1st),0.111,
38,Mohammad Ishaq (UAE),1994-1996,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
39,Mohammad Salim (BAN),2003-2003,1,1,1,1,0,1,0,1 (1ct 0st),1.0,
40,Mohammad Sharif (BAN),2001-2007,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
41,Mohammad Zahid (PAK),1996-2002,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
42,D Mohammed (WI),2006-2008,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
43,KV Morea (PNG),2021-2021,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
44,Mosharraf Hossain (BAN),2008-2016,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
45,TV Mufambisi (ZIM),2006-2007,6,6,1,1,0,1,0,1 (1ct 0st),0.166,
46,SP Mukherjee (INDIA),1990-1991,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
47,J Mulder (IRE),2017-2017,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
48,CT Mumba (ZIM),2016-2020,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
49,Musa Ahmed (NED),2021-2022,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
0,N M'shangwe (ZIM),2011-2014,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
1,DT Mutendera (ZIM),1999-2001,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
2,G Mylvaganam (UAE),1996-1996,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
3,Naeemuddin Aslam (UAE),2004-2004,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
4,Naeem Ahmed (PAK),1978-1978,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
5,Najeeb Amar (HKG),2004-2008,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
6,BP Nash (WI),2008-2009,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
7,SV Nayak (INDIA),1981-1982,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
8,Nazimuddin (BAN),2008-2012,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
9,Neeyamur Rashid (BAN),1999-1999,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
10,A Neill (SCOT),2019-2021,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
11,Noor-ul-Haq (AFG),2010-2010,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
12,MJ North (AUS),2009-2009,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
13,GH O'Brien (BMUDA),2006-2008,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
14,IE O'Brien (NZ),2008-2009,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
15,NM Odhiambo (KENYA),2010-2013,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
16,NV Ojha (INDIA),2010-2010,1,1,1,0,1,0,0,1 (0ct 1st),1.0,
17,LN Oluoch (KENYA),2011-2011,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
18,G Onions (ENG),2009-2009,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
19,KY Ottley (WI),2021-2021,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
20,KH Pandya (INDIA),2021-2021,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
21,Pankaj Singh (INDIA),2010-2010,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
22,MHW Papps (NZ),2004-2005,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
23,JS Paris (AUS),2016-2016,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
24,NM Parker (NZ),1976-1976,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
25,MW Parkinson (ENG),2020-2021,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
26,AK Patel (INDIA),1984-1985,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
27,BP Patel (INDIA),1974-1979,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
28,J Patraj (CAN),2007-2007,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
29,SG Peall (ZIM),1992-1996,19,19,1,1,0,0,1,1 (1ct 0st),0.052,
30,AJ Penn (NZ),1997-2001,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
31,AK Perera (SL),2013-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
32,PARP Perera (SL),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
33,V Permaul (WI),2012-2017,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
34,JR Philippe (AUS),2021-2021,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
35,K Phillip (USA),2021-2021,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
36,AR Pitcher (BMUDA),2006-2007,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
37,V Pollard (NZ),1973-1974,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
38,RH Poonawala (UAE),1994-1994,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
39,GD Porter (AUS),1979-1979,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
40,KTGD Prasad (SL),2006-2015,22,22,1,1,0,0,1,1 (1ct 0st),0.045,
41,AG Puttick (SA),2005-2005,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
42,Qadeer Ahmed (UAE),2015-2019,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
43,Rahat Ali (PAK),2012-2016,14,14,1,1,0,0,1,1 (1ct 0st),0.071,
